epoch,accuracy,loss,val_accuracy,val_loss
72,0.91814,0.23771855603188277,0.6804999709129333,1.6124715242385865
73,0.91936,0.23833033087074756,0.6739000082015991,1.6604623880386353
74,0.92574,0.22401988986551763,0.6732000112533569,1.601036439037323
75,0.91932,0.23481372325062752,0.6822999715805054,1.618681388950348
76,0.92258,0.22940167029082775,0.67330002784729,1.6465704131126404
77,0.92154,0.23407775739848613,0.6779999732971191,1.5442578731536865
78,0.92532,0.2222616034901142,0.6815000176429749,1.6929642965316773
79,0.92606,0.2226715682259202,0.680400013923645,1.6949825712203979
80,0.9254,0.22369400602400302,0.6833000183105469,1.7316281245231628
81,0.92702,0.2218940593957901,0.6844000220298767,1.7364420509338379
82,0.92434,0.22855228863149882,0.6777999997138977,1.7173842094421388
83,0.92654,0.22105918979644776,0.6736999750137329,1.7547313555240631
84,0.92592,0.22209793948173523,0.6834999918937683,1.6734059643745423
85,0.9274,0.2181256992328167,0.6825000047683716,1.712705724811554
86,0.92526,0.2243081193229556,0.6801999807357788,1.861867981004715
87,0.9286,0.220088384501338,0.6786999702453613,1.7586164205551147
88,0.93018,0.2083337922859192,0.6807000041007996,1.6853955753326415
89,0.929,0.21628032739281655,0.6786999702453613,1.7541246844291687
90,0.92908,0.2153157044374943,0.673799991607666,1.6899348133087158
91,0.93084,0.20922496884703637,0.6800000071525574,1.7346567985534669
92,0.93002,0.21107117209285498,0.6733999848365784,1.759250822544098
93,0.93092,0.21019739437878132,0.6837999820709229,1.6965937921524048
94,0.9292,0.21253044368326665,0.6791999936103821,1.744930585193634
95,0.93084,0.20691932961732148,0.678600013256073,1.848762458896637
96,0.93248,0.20927710960388182,0.6783999800682068,1.803891242313385
97,0.93396,0.20047118926644325,0.680400013923645,1.845606195497513
98,0.93188,0.20851026242136955,0.6815999746322632,1.7781442169189454
99,0.93396,0.20565098255813122,0.6832000017166138,1.7546540915489197

